x1	y1	x2	y2	x3	y3	x4	y4
21	8.214387916	277	-777.1806279	286.1003176	1119.142675	2.861003176	-0.32900497
14	19.81878894	142	222.0971211	149.4168647	539.1857578	1.494168647	-0.667157344
38	55.8077524	231	-454.0684506	234.2449119	1158.730436	2.342449119	-0.817301601
28.6	42.91359675	192	517.6943888	205.7086432	1086.565588	2.057086432	-0.33315826
44.8	68.69893382	139	349.2816472	155.0261523	712.498106	1.550261523	-0.81226186
42.2	89.58027526	395	-550.2711677	396.6709769	1947.604796	3.966709769	-1.259165353
29.4	7.372047552	264	-134.8617553	277.2935915	1201.268001	2.772935915	-0.852149214
28.6	26.92616683	32	47.88821761	41.89269326	113.562798	0.418926933	-1.813563784
34	-21.44046682	50	-506.5435545	56.24326605	368.1662195	0.56243266	-1.599700812
31.2	-21.74785667	67	-1810.849018	80.69465313	399.0336834	0.806946531	-0.875532517
33.2	24.26416669	348	1029.802937	354.1134318	1554.175873	3.541134318	-1.101719174
27.6	35.10041985	225	-1328.065687	237.7773182	1048.28026	2.377773182	-1.164196384
38	56.75328234	264	791.5144222	279.448818	1310.117412	2.79448818	-0.56650504
14.6	21.26851986	375	1122.362678	391.1402684	1713.455722	3.911402684	-1.495534674
25.4	11.57576376	199	-8258.146309	200.1916814	1200.845667	2.001916814	-0.923702263
18.4	21.35388198	328	667.3320134	339.6789825	1778.574214	3.396789825	-1.113060134
48.4	50.49762526	147	425.2689006	158.8417251	659.4602909	1.588417251	-0.433085081
17.4	20.21243055	373	337.4973863	393.1926081	2001.363051	3.931926081	-0.978155669
28.4	21.59043761	132	379.1867269	137.8147	840.7287502	1.378147	-0.754661105
48.6	159.130231	234	-84.80984381	245.4344724	1001.481005	2.454344724	-0.710095618
25.6	43.06794481	140	91.94740283	156.3775176	491.6309772	1.563775176	-0.740637841
24.4	4.167760623	250	324.9495156	256.5288293	1150.328542	2.565288293	-0.774701351
25	22.21631522	311	63.5958182	330.3608464	1786.278351	3.303608464	-1.251093197
23	9.850163081	151	340.0648142	162.0675237	946.291258	1.620675237	-1.184978515
36	44.42376932	304	868.2371779	308.3738124	1541.270714	3.083738124	-1.328051806
40.8	23.09833547	64	-1665.791477	73.04573232	790.5729948	0.730457323	-1.516265285
31.8	34.36930238	15	-827.5832732	23.46680038	-124.8283182	0.234668004	-2.996496125
47.6	98.81527299	248	-1014.934291	254.9697846	1066.913648	2.549697846	-0.653620011
34.8	33.70312339	364	649.8293878	375.5628849	2286.748207	3.755628849	-1.213802458
42.2	10.39953053	174	-483.0158468	189.5742645	956.0527681	1.895742645	-0.399056852
14	12.8395977	96	-945.0793926	103.735707	98.05764646	1.03735707	-1.300656885
37.8	53.24577566	323	746.6693427	330.4810479	2108.51948	3.304810479	-1.081895571
16.4	21.17513307	351	591.2745379	362.5302379	2183.869812	3.625302379	-1.12695449
31.2	18.17876692	376	-824.9990619	387.2191275	2199.390532	3.872191275	-1.052173786
42.6	2.242345966	383	898.6212021	397.6176869	2218.864401	3.976176869	-1.566306462
39.8	40.98013062	397	497.7086841	405.81217	1900.292914	4.0581217	-0.762446923
23	10.59676654	219	-208.7943531	224.1627757	461.8308898	2.241627757	-0.659906765
28	26.33008837	109	-31.98722805	118.0770279	286.5481759	1.180770279	-0.806667023
32.6	35.29689726	144	417.6416506	157.908136	623.8155164	1.57908136	-0.656227686
47	80.64174616	316	486.0915651	336.9436491	1448.126671	3.369436491	-1.063806018
19.4	24.18531507	113	268.934776	122.4456038	727.4321583	1.224456038	-0.36743191
30.4	52.16658126	209	425.1884116	211.3418813	1459.829721	2.113418813	-1.326374872
27.4	32.01599449	286	-458.4708168	299.8778946	1712.249366	2.998778946	-1.021737977
45.8	19.03968302	225	108.8461175	240.8469541	837.9266597	2.408469541	-0.983375265
33.2	23.41651665	373	837.1506307	375.2715396	1868.900114	3.752715396	-1.5539968
34.4	2.540189778	319	954.6354917	332.8524576	1415.130005	3.328524576	-1.055954624
35.6	28.57040979	390	1161.794138	400.4512118	1536.979115	4.004512118	-0.976153086
40	18.15797491	388	813.3344958	398.6868245	2106.959588	3.986868245	-1.146077458
28.6	33.10448447	304	-649.0617382	310.7029016	1760.747191	3.107029016	-0.312366925
43.4	88.68878294	206	460.5995064	215.9855307	1438.608833	2.159855307	-0.732024789
36.4	33.24287538	125	161.2913791	145.5613451	476.412824	1.455613451	-0.417108863
26.2	12.78788719	110	183.4948487	120.9164188	366.319574	1.209164188	-0.734952528
44	91.23125186	382	-5122.352885	393.8622167	1932.980261	3.938622167	-0.613972343
35.8	29.55447657	78	206.9635772	80.65059989	337.7502156	0.806505999	-0.94749744
21.6	17.85608203	252	-580.4992006	261.6428495	1477.177226	2.616428495	-0.358146473
14.6	18.5867222	346	-2587.261816	353.0583251	1911.50861	3.530583251	-1.128961609
49.2	96.94652969	83	-957.3855108	92.29693794	761.7975548	0.922969379	-1.013529615
16.6	16.83526813	231	651.7276008	243.6078335	1496.696359	2.436078335	-0.379586606
45	92.69655533	311	900.5722438	319.1898987	2095.1445	3.191898987	-0.835135749
38.8	18.61369142	385	-2294.005598	393.574812	1974.738443	3.93574812	-1.030957816
47.8	4.935752806	82	166.9556269	99.82253014	673.6475135	0.998225301	-1.488277438
43.4	35.21640718	234	532.5430895	251.8346777	1209.625009	2.518346777	-0.642838332
47	103.7241241	332	792.9857472	339.6601436	1682.910896	3.396601436	-0.89592237
20.2	19.04675332	59	-2169.60965	75.3093167	922.2976728	0.753093167	-1.299306416
41	54.94177828	345	973.5439626	361.0054607	2080.699388	3.610054607	-1.038702519
12.2	7.323420804	275	-1222.703892	283.2766833	1313.245675	2.832766833	-0.507390959
38.6	14.3452103	381	822.736822	388.8918931	1770.582552	3.888918931	-1.129735907
32.8	53.10339832	210	-377.2144201	212.8145076	1194.609529	2.128145076	-0.094695967
43.4	78.83810032	256	734.1884548	263.6257005	1079.551435	2.636257005	-1.091688859
27	0.366017037	157	257.2193001	169.5346225	749.2426665	1.695346225	-0.573047228
49	89.65235076	150	-211.0168845	163.3057907	256.7488922	1.633057907	-0.831351876
34.6	-13.49453322	74	-19.65599933	83.4771972	458.5574364	0.834771972	-1.402299519
15.6	18.72021587	238	713.3559128	248.4751999	1201.228676	2.484751999	-0.401254404
24.2	35.1058544	120	297.2765221	128.1399326	746.8969277	1.281399326	-0.648359934
14.6	14.96498173	339	762.5171308	348.5589342	1971.216424	3.485589342	-1.503874748
19.6	19.35307773	17	-1353.297784	26.44059565	-102.0315343	0.264405956	-2.922062255
19.4	21.63262942	99	272.9094444	106.3349462	879.0055748	1.063349462	-0.813541097
39.8	31.37441043	51	-897.9267448	63.97215353	301.1384763	0.639721535	-1.670338174
40.4	28.32633631	368	404.0239777	373.3482033	1778.334827	3.733482033	-1.253310411
22.4	13.77277522	116	271.0220596	127.5083009	987.6334519	1.275083009	-0.593030279
18.6	4.542550574	304	891.0235959	318.8229909	1664.378014	3.188229909	-0.68377793
49.8	96.86424519	201	383.7194611	213.4927437	1172.523209	2.134927437	-1.424237157
13.8	19.56946892	38	109.8191542	52.1884149	336.0105227	0.521884149	-1.596991116
19	11.40439038	74	-351.2367041	91.32976885	688.2674383	0.913297689	-1.575312164
34.4	5.580337937	395	-721.5842768	403.7788109	1614.592405	4.037788109	-1.392482616
14.4	14.68534665	88	153.8711352	94.70599134	63.26846599	0.947059913	-1.179698496
23	22.76626429	246	735.8472445	253.8094179	1146.965222	2.538094179	-0.753479987
26.2	25.86752045	60	-543.9574747	67.28467874	281.2319071	0.672846787	-1.660359372
47	71.7466011	205	-1088.270719	217.6713924	1055.617088	2.176713924	-0.793886922
24	22.16083664	122	145.2045769	134.3128962	451.2869716	1.343128962	-0.569009907
15.8	9.885918507	271	726.3446753	288.033147	1464.463885	2.88033147	-1.055694769
27.4	25.58841103	344	1021.546661	356.1499822	2013.283007	3.561499822	-1.805009948
25	24.75290406	79	-4147.780363	87.69724668	271.434923	0.876972467	-1.589432353
40.2	12.47239758	307	-98.42445219	318.4288453	1580.042115	3.184288453	-1.189869739
45	10.41206239	195	286.5336374	211.4680391	1229.561692	2.114680391	-1.156890478
44.8	27.75041874	12	-128.4058864	31.66681983	122.6207869	0.316668198	-2.875498116
29.8	60.46715563	22	-11.12552793	22.74404897	226.1848641	0.22744049	-2.864729185
35.4	-18.77153824	38	-102.6507494	51.71643679	78.91032874	0.517164368	-2.146984334
38.2	81.14083441	170	89.74645912	187.1792392	1022.946592	1.871792392	-0.654972011
49	107.1099251	226	677.405047	233.4389364	962.4650054	2.334389364	-0.908058408
47	79.21023454	299	686.800095	319.9876256	1483.937683	3.199876256	-1.500769628
19.8	22.43647322	167	-47.45544367	174.1423949	1142.242896	1.741423949	-0.57655133
13.4	16.99556688	208	563.0688482	217.3913244	965.915188	2.173913244	-0.267824116
29.8	21.02181113	233	500.1231332	242.0881244	1403.712442	2.420881244	-1.699585225
19.4	9.72086522	98	243.4212598	106.2454401	812.5135398	1.062454401	-0.638962972
36.2	-1.966603483	195	381.5003006	200.5726173	1107.430515	2.005726173	-0.52601851
33	-1.006355124	100	-726.4203168	112.5393587	275.8909666	1.125393587	-0.897930306
49.4	50.30911653	58	-1667.160234	56.37292336	934.081475	0.563729234	-1.656523512
28.2	62.26677368	144	-135.8891953	155.4063227	971.5487116	1.554063227	-0.735841189
48.4	25.25004403	201	286.138444	208.0565522	609.6333659	2.080565522	-0.752288377
27	11.55438006	219	165.3949977	237.7486137	1277.23128	2.377486137	-0.825607153
29.2	41.73087523	287	765.1092479	301.9380405	1622.422856	3.019380405	-0.837788758
36.6	45.10537951	389	588.9070497	393.84874	1936.708868	3.9384874	-1.22916696
48.4	52.98862252	241	578.4861545	248.5791372	944.6306147	2.485791372	-0.494554695
18.2	21.3378166	349	-420.165743	361.1604254	2137.444612	3.611604254	-0.994044366
12.8	9.587235476	387	794.1700838	397.1059114	1808.65097	3.971059114	-1.124152443
34.8	28.61575011	376	-351.9805296	376.2853398	1873.903088	3.762853398	-1.280077447
16.4	19.65522056	205	-397.0073725	220.4763808	1484.980804	2.204763808	-0.177910751
32.2	9.416740148	377	268.9970169	388.2190639	1790.257429	3.882190639	-1.063013736
16.6	7.512253054	161	431.5572004	168.1805444	949.5760973	1.681805444	-0.377008185
25.2	-5.623410764	187	-232.2614597	206.2049137	897.4002004	2.062049137	-0.428687405
25.2	20.60060502	399	1196.526838	404.9974042	2289.356022	4.049974042	-0.918205816
14.4	10.39824805	274	794.8021256	284.4494378	1076.324825	2.844494378	-1.278165519
40.4	94.82518011	93	-48.04749954	104.8556852	518.7893539	1.048556852	-1.019387215
45.4	-32.99121835	376	566.3162142	375.7234221	2195.907485	3.757234221	-1.292551485
36.6	4.171090771	74	193.3352111	87.26540589	468.9733552	0.872654059	-0.686213821
38.8	21.55303578	203	606.6963169	209.5655582	1347.113519	2.095655582	-0.700484281
47	32.92570679	65	140.1811263	78.77470924	397.4111336	0.787747092	-1.115390437
44.4	125.0796272	46	76.47899662	53.36311327	393.7754821	0.533631133	-1.378941195
46.4	-4.494994946	107	214.8894079	119.2838993	462.6098766	1.192838993	-0.373534219
14.8	15.62324295	39	-1273.544698	51.70663181	153.9535806	0.517066318	-1.365481104
24.8	18.22134172	139	286.164306	156.7015333	743.945433	1.567015333	-0.783879416
26.2	16.26269244	147	-369.2923702	157.8670965	640.7030121	1.578670965	-0.924464257
30.4	54.75589458	341	1016.245351	358.1478642	1360.257684	3.581478642	-1.025368781
47.4	-10.89411319	58	114.4800644	69.26796803	-54.17512404	0.69267968	-1.333497767
28.2	23.99427566	178	-1730.309133	203.7451164	790.9628749	2.037451164	-0.161905273
36.2	62.95236561	36	-1181.191321	35.41493213	-193.4500629	0.354149321	-2.234706716
35.6	50.51383953	248	-2402.108625	252.3841713	1242.445691	2.523841713	-0.399411229
26	43.42256974	168	-600.1336116	178.1813926	712.181669	1.781813926	-0.43139108
37.2	51.83837375	145	246.0818705	150.6525429	957.1555873	1.506525429	-1.454021724
19.4	24.5028202	165	43.33968259	180.8362612	896.0250334	1.808362612	-0.8844687
37.2	36.5935278	308	889.1197854	321.377985	1494.006599	3.21377985	-0.52563465
23.2	16.98117297	188	161.1039227	202.5093497	1178.820767	2.025093497	-0.6514842
20.8	25.24151243	218	77.52571405	224.4906121	621.8594015	2.244906121	-0.992502269
47.8	42.2328882	103	19.19841638	111.362714	572.2434385	1.11362714	-1.45680019
33	38.00410478	29	-293.1968353	44.84651031	303.4477988	0.448465103	-1.5586634
49.2	30.76859569	131	-30.52197646	133.7730997	467.2144101	1.337730997	-0.376644415
30.4	23.27026223	163	369.096523	171.9318916	591.7138618	1.719318916	-0.649161478
27.6	34.63800018	139	318.7568458	155.9453989	942.9947409	1.559453989	-0.387602688
26.8	32.42832763	359	189.6767562	373.9031772	1662.592692	3.739031772	-1.628487383
26	7.289999933	300	679.1523898	310.067758	1611.658265	3.10067758	-1.084305705
25.4	24.92526346	210	271.3014063	215.316145	1454.720438	2.15316145	-0.520578921
12.2	12.27065075	32	36.67373423	40.68038586	576.1144071	0.406803859	-2.321496314
23.2	18.23535162	245	-3822.186885	259.3787316	1423.338165	2.593787316	-0.794121965
38.8	23.52130623	367	1068.525244	374.9848503	2122.859671	3.749848503	-1.367309529
19.8	6.991816941	153	304.9902469	160.0547909	605.923075	1.600547909	-0.159322772
33.8	-3.496361767	274	-810.1114973	290.3969785	1629.612388	2.903969785	-0.989759406
21.4	28.12700158	159	404.195812	166.4813482	721.2033375	1.664813482	-0.513970914
23.6	34.03420122	339	1011.868877	353.5084936	1844.243417	3.535084936	-1.408672415
34.4	-9.238058575	215	-71.50162696	227.0392841	917.7172705	2.270392841	-0.475839775
20	19.57726693	74	-410.6645547	76.54004963	548.0769217	0.765400496	-1.73482113
25.8	38.59512162	137	-296.2241663	145.8449194	718.9868987	1.458449194	-0.997866665
42.2	52.79925483	271	434.6636549	285.6580338	941.0254384	2.856580338	-0.457264746
49.2	19.84631666	27	-2826.047456	42.10722916	-368.3034724	0.421072292	-2.857094282
26.4	59.23174041	163	480.2906027	173.9306996	807.2100417	1.739306996	-0.14111984
32.8	16.69508111	91	-3127.95869	103.4407262	283.1659248	1.034407262	-1.417226108
41.8	33.47373255	275	443.7853212	289.1191396	1058.273843	2.891191396	-0.89842207
28.2	18.58855233	217	537.1577053	226.3140137	1063.885347	2.263140137	-0.689950434
32.2	7.105992271	386	1019.836202	400.5367482	1846.217725	4.005367482	-1.159576801
38	54.71983771	144	-100.1286271	158.419283	1265.040558	1.58419283	-0.154956773
26.4	19.59759505	62	150.4602498	67.54125371	140.7443656	0.675412537	-1.801900292
41.2	67.51050224	238	-687.1383829	248.4814212	1581.939267	2.484814212	-0.759129012
32.6	-19.2558276	213	400.5659512	227.3474941	955.6193319	2.273474941	-0.866197074
20.4	33.86959928	376	207.1691517	383.471674	2124.174593	3.83471674	-1.030208123
47.8	63.62185287	300	-23.02151244	299.8743777	2065.534387	2.998743777	-0.955872589
33.8	46.66796326	352	492.2499958	346.4912472	1944.815898	3.464912472	-1.044911281
33.8	67.89884064	87	-681.6310369	99.99914776	337.0553401	0.999991478	-1.379095396
48.8	12.31715696	104	-752.8680312	105.4885234	877.4895334	1.054885234	-0.983197115
33	24.37040924	354	1021.237519	369.9244356	2039.448038	3.699244356	-1.421703112
38.6	103.80103	23	-66.05509954	27.04275269	-107.3152752	0.270427527	-2.663479733
41.6	72.25347765	400	879.1997668	423.6248619	2238.409839	4.236248619	-1.291546284
18.4	11.31814962	334	936.7200806	344.016921	1655.598275	3.44016921	-0.585663996
20	24.078319	102	-1147.298503	114.8029664	423.1257607	1.148029664	-1.236552946
46	43.60153854	124	-89.01510131	137.9245682	533.3103757	1.379245682	-0.569113498
14.2	11.6494983	51	142.5133409	63.33762619	254.1045877	0.633376262	-1.387891825
30.4	26.02525145	261	728.2472893	265.4211718	1639.293137	2.654211718	-0.288066349
47.6	165.0179106	355	445.3156638	367.1465611	1901.428032	3.671465611	-0.789763741
17	21.02930272	91	47.34139293	91.84403193	245.0866673	0.918440319	-1.343193222
15.2	8.551430966	41	-425.9155209	44.04409954	161.5803195	0.440440995	-2.2673945
45	67.20976327	161	162.6377892	165.5698071	508.6988685	1.655698071	-0.649049813
24.8	3.798459443	265	12.08888348	273.3951475	1296.606586	2.733951475	-0.661341394
12.4	11.73124106	400	971.1121197	414.758354	1928.936581	4.14758354	-1.270386027
35	22.09462355	121	351.2546157	131.3812767	440.8484809	1.313812767	-1.040439728
25.4	27.49019112	26	64.39289228	39.47273749	302.3940243	0.394727375	-2.294915736
43.2	32.23652151	206	-2579.7063	218.5990878	845.7189644	2.185990878	-0.896234161
31	11.78604664	190	188.1023509	192.4513946	1359.269756	1.924513946	-0.262243519
25.8	33.84165934	389	-646.2640925	411.6656945	2186.591186	4.116656945	-1.249970725
33.8	46.25863874	237	-267.2291274	237.8983125	1280.701919	2.378983125	-0.397022425
49.4	98.52943173	146	-664.3909127	160.8335809	1259.072438	1.608335809	-0.29705467
50	86.04006807	128	364.2968943	135.5379326	908.7135743	1.355379326	-0.965082593
44.6	13.33800664	220	316.6004845	229.6994165	1407.94221	2.296994165	-0.370301875
20.8	16.83507178	393	-4149.713587	399.7100775	2325.308265	3.997100775	-1.006622116
43.6	19.39296316	130	334.4185778	136.8865607	1005.180781	1.368865607	-0.990803122
33	14.65629881	267	-417.6164943	267.5975335	1271.963719	2.675975335	-0.944259991
36.4	30.02208018	175	507.0342277	189.3399815	508.3638198	1.893399815	-1.095448891
30.4	46.02884886	192	457.1033909	206.2878386	1105.486477	2.062878386	-0.493606758
27.2	20.48031062	47	-151.4076116	57.27266343	569.4640637	0.572726634	-1.492634687
26.2	43.22758187	366	813.9295219	385.055803	2038.90983	3.85055803	-0.991414099
43.2	63.93857146	260	507.7496617	268.430513	1594.545432	2.68430513	-0.067445044
35.2	57.28244543	67	-195.3077949	74.77418066	70.16783864	0.747741807	-2.032975089
30.4	71.56782135	219	-4724.771672	224.2518003	903.9401124	2.242518003	-0.657789891
19.4	8.780471816	376	1108.390722	393.882771	1957.868217	3.93882771	-0.699251283
30.4	13.90502395	100	291.015398	111.928503	419.4390877	1.11928503	-0.69585016
17	15.80931332	277	73.66672059	287.1438105	1387.814782	2.871438105	-1.050598409
26.8	46.53834312	125	-476.8114207	136.9214533	583.45789	1.369214533	-0.57410151
41.6	47.04063873	215	-668.0891676	229.0861477	989.1634082	2.290861477	-1.236760093
39.8	32.71357643	275	816.4417141	272.260779	1602.581627	2.72260779	-1.127899796
19.4	18.96801728	87	36.21382655	99.42658759	570.6392262	0.994265876	-1.159797862
34.2	27.87400701	63	-1694.935586	74.6282426	262.5146504	0.746282426	-0.584551286
13.2	18.41184122	173	500.5985539	180.6496861	1159.931048	1.806496861	-1.213673927
21.8	11.85036057	174	521.5128742	187.8112908	858.576954	1.878112908	-0.126793437
47	65.99292821	291	822.8675677	312.5058334	1592.910194	3.125058334	-1.132585681
17.4	8.297677083	223	484.6522763	243.2828928	870.243317	2.432828928	-0.476364279
44.2	-7.30126764	84	-1207.22238	91.1229671	599.0240269	0.911229671	-1.399254
38.6	32.19970521	103	-256.3247045	119.3309543	489.7036428	1.193309543	-0.748148918
20.2	37.32196131	35	-344.1205722	42.19707242	49.67001923	0.421970724	-2.2145772
